,importance
x95,-3.9780521261967294e-05
x121,-4.1609510745432845e-05
x694,-4.3895747599487225e-05
x525,-4.389574759962045e-05
x583,-4.389574759966486e-05
x816,-5.2583447645382365e-05
x175,-5.349794238731498e-05
x620,-5.532693187060289e-05
x755,-6.492912665789774e-05
x432,-6.812985825361828e-05
x450,-6.904435299528444e-05
x192,-7.087334247861677e-05
x532,-7.178783722001647e-05
x791,-7.818930041181282e-05
x233,-7.95610425244675e-05
x476,-8.321902149077687e-05
x417,-8.962048468275086e-05
x466,-9.830818472789105e-05
x700,-0.00010242341106567743
x264,-0.00010836762688648527
x481,-0.00010836762688652968
x635,-0.00010973936899900671
x72,-0.00011065386374053965
x784,-0.00012254229538175566
x48,-0.00012254229538206652
x645,-0.0001248285322361209
x431,-0.00012620027434881998
x685,-0.0001266575217194088
x251,-0.0001358024691364257
x743,-0.00013854595336133536
x365,-0.00014814814814849696
x745,-0.00014860539551899698
x126,-0.00015546410608133777
x533,-0.0001563786008233592
x576,-0.00015683584819408124
x442,-0.00016643804298119847
x130,-0.00016780978509385315
x439,-0.00016780978509394194
x807,-0.0001728395061728172
x324,-0.00017329675354407214
x569,-0.00017329675354447183
x11,-0.0001755829903979933
x735,-0.00018106995884843436
x142,-0.00018198445358961202
x388,-0.00018289894833114495
x21,-0.00018655692729763196
x618,-0.00018884316415208603
x90,-0.00019250114311870626
x328,-0.0001929583904893839
x76,-0.00019890260631001412
x364,-0.00020027434842262437
x460,-0.00020438957475978902
x405,-0.0002071330589848319
x298,-0.00020713305898505395
x360,-0.00020759030635577602
x593,-0.00021673525377265967
x379,-0.00022725194330197596
x818,-0.0002295381801558527
x3,-0.0002400548696848137
x302,-0.0002459990855059768
x323,-0.0002583447645180037
x428,-0.00026566072245106655
x88,-0.0002670324645633215
x752,-0.00026931870141790883
x787,-0.0002720621856423744
x314,-0.0002743484224964732
x429,-0.0002743484224969617
x53,-0.0002789208962047596
x361,-0.00028212162780070214
x313,-0.00028532235939660033
x17,-0.000289437585733765
x99,-0.0002953818015549281
x307,-0.0002962962962962834
x444,-0.000301783264746458
x370,-0.00030498399634226736
x811,-0.00030864197530902084
x557,-0.0003090992226800093
x674,-0.0003150434385004619
x273,-0.0003168724279835278
x724,-0.000320073159579648
x199,-0.0003228166438048241
x736,-0.00032373113854609057
