,importance
x584,0.00037775360007796625
x631,0.00037649103986097445
x570,0.0003764096181489507
x96,0.0003757161361487191
x340,0.00037510458828597675
x408,0.00037435993627155654
x251,0.00037372142348865987
x802,0.00037364479881580285
x429,0.0003736203333502643
x202,0.0003724740252528987
x248,0.0003720696866896931
x99,0.0003716715218982003
x627,0.0003712619928858282
x757,0.0003704205255215361
x190,0.00036794487254479487
x736,0.00036765860524863006
x69,0.0003672721957724211
x609,0.0003668039206551175
x136,0.0003667715872863985
x513,0.0003664539863848518
x135,0.0003657481945268852
x677,0.00036563663625959733
x80,0.0003649746017891891
x774,0.00036430573947011187
x616,0.0003619075523195271
x85,0.00036171904031763506
x717,0.0003616553905639415
x807,0.000361159691934677
x468,0.0003611226756137176
x117,0.0003604444797110825
x424,0.0003600970073704513
x532,0.00035961213110770947
x407,0.00035906707547761057
x722,0.00035905438922821485
x647,0.0003581476281953319
x226,0.0003579488079811991
x60,0.0003570270205436142
x674,0.00035641331919302057
x439,0.00035626837210192986
x101,0.000355969453197786
x680,0.00035426225215874917
x290,0.00035384769824913165
x499,0.0003534495200803447
x188,0.00035322866054639604
x771,0.0003514255477487349
x533,0.00034970826460167126
x577,0.0003494364204340267
x794,0.0003488805316471846
x502,0.00034869663258551095
x733,0.0003485068187903143
x321,0.00034670302337959667
x360,0.00034571669923950466
x525,0.00034551440592505735
x206,0.0003454287797134474
x82,0.00034499947080081936
x204,0.00034494600160562297
x58,0.00034462415079908153
x379,0.00034442886314608014
x66,0.00034367161617328
x639,0.00034286137129817355
x460,0.000342445022711986
x483,0.00034130237387574626
x367,0.0003411220269135286
x111,0.0003406671002663822
x591,0.0003397965177324401
x355,0.00033898800258591117
x510,0.0003381540690256157
x299,0.0003377787156850392
x98,0.0003373602566461216
x589,0.0003366161492377803
x434,0.0003360848504806126
x237,0.00033590566816021667
x35,0.0003357567817279969
x792,0.00033530840042703824
x693,0.0003352068300404971
x102,0.0003351015867151996
x219,0.0003332635411132259
x3,0.00033318540763047967
x784,0.00033179704981782954
x62,0.00033132985777155013
x88,0.0003312754336184473
x708,0.00033109855999299175
x409,0.00033089304196048854
x205,0.0003294268642472307
x735,0.0003282893740579222
x798,0.0003265047765163093
x795,0.0003256355796738131
x175,0.00032281271722139974
x149,0.0003222365818618758
x579,0.0003216967903136079
x691,0.00031841647818922034
x389,0.0003177572651478839
x270,0.0003175282651576752
x148,0.00031744829407316796
x151,0.00031636955061972293
x664,0.0003161262980285592
x503,0.0003150481161237272
x588,0.0003136366638746731
x464,0.0003135118986546181
x64,0.00031328876381582846
x614,0.0003129616571038475
x153,0.00031226586871684655
x623,0.0003117619219099686
x324,0.0003096961955633964
x9,0.00030874041037856365
x109,0.0003081116524483824
x710,0.00030770398918148693
x673,0.00030758370657645875
x574,0.0003067670914863657
x630,0.000305470992086364
x386,0.0003051775089159185
x540,0.00030450879927170713
x116,0.000302245284066273
x252,0.00030129532382666436
x651,0.00030112944155613743
x800,0.0003006236685697572
x516,0.00029935711204294175
x541,0.00029750546827555857
x361,0.0002968976039027896
x303,0.00029327304357540607
x215,0.00029217332166406936
x747,0.00028914217715980114
x491,0.00028842271731338933
x435,0.00028769684037063917
x59,0.00028750170537136045
x24,0.0002866822081462153
x86,0.0002859690914910791
x713,0.00028387008482272884
x694,0.00028300995503977505
x37,0.0002818816747673858
x278,0.00028169288633905266
x635,0.0002813143875008087
x269,0.00028019520486758054
x417,0.00027952891753383713
x57,0.00027624885032260057
x476,0.00027491545147827933
x335,0.0002739996244471575
x347,0.0002737922824077322
x118,0.0002737377727313756
x765,0.00027128739241864407
x810,0.0002697403663732015
x403,0.0002667907055733113
x575,0.00026339253796094965
x147,0.00026229595577868304
x585,0.0002621981351903284
x167,0.0002617014439983804
x524,0.0002606888158821183
x17,0.00025859718090033286
x296,0.00025772848273551295
x797,0.0002544245094298952
